CODIGO_MUNICIPIO,DATE,UF,NOME_MUNICIPIO
500330,11/04/2021,MS,Coxim
211080,12/04/2021,MA,São Félix de Balsas
221020,12/04/2021,PI,São José do Piauí
270670,12/04/2021,AL,Penedo
270730,12/04/2021,AL,Porto Calvo
290060,12/04/2021,BA,Aiquara
291000,12/04/2021,BA,Dário Meira
291150,12/04/2021,BA,Gongogi
291940,12/04/2021,BA,Licínio de Almeida
292560,12/04/2021,BA,Presidente Dutra
293030,12/04/2021,BA,Serra Dourada
410310,12/04/2021,PR,Bocaiúva do Sul
430110,12/04/2021,RS,Arroio dos Ratos
430463,12/04/2021,RS,Capão da Canoa
430730,12/04/2021,RS,Erval Seco
431280,12/04/2021,RS,Nova Araçá
432060,12/04/2021,RS,Severiano de Almeida
220950,13/04/2021,PI,Santo Inácio do Piauí
230440,13/04/2021,CE,Fortaleza
293090,13/04/2021,BA,Tabocas do Brejo Velho
313270,13/04/2021,MG,Itambacuri
430050,13/04/2021,RS,Alpestre
430410,13/04/2021,RS,Campos Borges
430515,13/04/2021,RS,Cerro Grande
430693,13/04/2021,RS,Entre-Ijuís
430955,13/04/2021,RS,Harmonia
431303,13/04/2021,RS,Nova Esperança do Sul
431415,13/04/2021,RS,Paverama
431470,13/04/2021,RS,Planalto
432143,13/04/2021,RS,Terra de Areia
500124,13/04/2021,MS,Aral Moreira
230210,14/04/2021,CE,Baturité
350750,14/04/2021,SP,Botucatu
350850,14/04/2021,SP,Caçapava
351110,14/04/2021,SP,Catanduva
351660,14/04/2021,SP,Gália
411760,14/04/2021,PR,Palmas
430580,14/04/2021,RS,Constantina
430590,14/04/2021,RS,Coronel Bicaco
510360,14/04/2021,MT,Dom Aquino
510625,14/04/2021,MT,Nova Xavantina
220210,15/04/2021,PI,Campinas do Piauí
230195,15/04/2021,CE,Barreira
230465,15/04/2021,CE,Graça
292100,15/04/2021,BA,Mata de São João
350230,15/04/2021,SP,Anhembi
351910,15/04/2021,SP,Iacanga
352480,15/04/2021,SP,Jales
421480,15/04/2021,SC,Rio do Sul
421620,15/04/2021,SC,São Francisco do Sul
431590,15/04/2021,RS,Rodeio Bonito
520735,15/04/2021,GO,Edealina
521805,15/04/2021,GO,Porteirão
210330,16/04/2021,MA,Codó
211010,16/04/2021,MA,Santa Quitéria do Maranhão
240220,16/04/2021,RN,Canguaretama
320350,16/04/2021,ES,Montanha
420213,16/04/2021,SC,Bela Vista do Toldo
421569,16/04/2021,SC,Santiago do Sul
421725,16/04/2021,SC,São Pedro de Alcântara
430003,16/04/2021,RS,Aceguá
430047,16/04/2021,RS,Almirante Tamandaré do Sul
430222,16/04/2021,RS,Boa Vista do Cadeado
430223,16/04/2021,RS,Boa Vista do Incra
430258,16/04/2021,RS,Bozano
430461,16/04/2021,RS,Canudos do Vale
430462,16/04/2021,RS,Capão Bonito do Sul
430465,16/04/2021,RS,Capão do Cipó
430583,16/04/2021,RS,Coqueiro Baixo
430593,16/04/2021,RS,Coronel Pilar
430613,16/04/2021,RS,Cruzaltense
430843,16/04/2021,RS,Forquetinha
431065,16/04/2021,RS,Itati
431087,16/04/2021,RS,Jacuizinho
431123,16/04/2021,RS,Lagoa Bonita do Sul
431217,16/04/2021,RS,Mato Queimado
431346,16/04/2021,RS,Novo Xingu
431413,16/04/2021,RS,Paulo Bento
431454,16/04/2021,RS,Pinto Bandeira
431531,16/04/2021,RS,Quatro Irmãos
431595,16/04/2021,RS,Rolador
431673,16/04/2021,RS,Santa Cecília do Sul
431861,16/04/2021,RS,São José do Sul
431936,16/04/2021,RS,São Pedro das Missões
432146,16/04/2021,RS,Tio Hugo
210120,17/04/2021,MA,Bacabal
250660,17/04/2021,PB,Ibiara
290330,17/04/2021,BA,Barro Preto
290685,17/04/2021,BA,Capela do Alto Alegre
320450,17/04/2021,ES,Santa Leopoldina
330530,17/04/2021,RJ,São Sebastião do Alto
352520,17/04/2021,SP,Jarinu
411535,17/04/2021,PR,Maripá
411540,17/04/2021,PR,Marmeleiro
412545,17/04/2021,PR,São José das Palmeiras
430107,17/04/2021,RS,Arroio do Padre
431446,17/04/2021,RS,Pinhal da Serra
431697,17/04/2021,RS,Santa Margarida do Sul
432120,17/04/2021,RS,Taquara
220380,18/04/2021,PI,Flores do Piauí
290170,18/04/2021,BA,Antônio Cardoso
292390,18/04/2021,BA,Pau Brasil
320290,18/04/2021,ES,Itarana
350640,18/04/2021,SP,Bilac
410754,18/04/2021,PR,Espigão Alto do Iguaçu
150020,19/04/2021,PA,Acará
150304,19/04/2021,PA,Floresta do Araguaia
211290,19/04/2021,MA,Vitória do Mearim
292050,19/04/2021,BA,Maracás
330480,19/04/2021,RJ,São Fidélis
354830,19/04/2021,SP,Santo Expedito
430350,19/04/2021,RS,Camaquã
431640,19/04/2021,RS,Rosário do Sul
510035,19/04/2021,MT,Alto Boa Vista
510170,19/04/2021,MT,Barra do Bugres
261090,20/04/2021,PE,Pesqueira
280350,20/04/2021,SE,Lagarto
291400,20/04/2021,BA,Ipirá
350055,20/04/2021,SP,Águas de Santa Bárbara
351050,20/04/2021,SP,Caraguatatuba
353580,20/04/2021,SP,Paranapanema
410775,20/04/2021,PR,Figueira
430367,20/04/2021,RS,Campestre da Serra
431046,20/04/2021,RS,Ipiranga do Sul
431125,20/04/2021,RS,Lagoão
431795,20/04/2021,RS,Santo Expedito do Sul
432218,20/04/2021,RS,Tupanci do Sul
170550,21/04/2021,TO,Colinas do Tocantins
350690,21/04/2021,SP,Bofete
351200,21/04/2021,SP,Colina
352710,21/04/2021,SP,Lins
353530,21/04/2021,SP,Palmital
412020,21/04/2021,PR,Porto Rico
420830,21/04/2021,SC,Itapema
421910,21/04/2021,SC,Vargeão
430755,21/04/2021,RS,Estação
530010,21/04/2021,DF,Brasília
314270,22/04/2021,MG,Montalvânia
320410,22/04/2021,ES,Pinheiros
352210,22/04/2021,SP,Itanhaém
500025,22/04/2021,MS,Alcinópolis
500525,22/04/2021,MS,Laguna Carapã
270235,23/04/2021,AL,Craíbas
290360,23/04/2021,BA,Biritinga
290400,23/04/2021,BA,Boninal
290640,23/04/2021,BA,Candeal
290690,23/04/2021,BA,Caravelas
291100,23/04/2021,BA,Floresta Azul
291530,23/04/2021,BA,Itagimirim
293150,23/04/2021,BA,Teofilândia
314490,23/04/2021,MG,Nova Módica
411940,23/04/2021,PR,Piraí do Sul
421070,23/04/2021,SC,Matos Costa
120060,24/04/2021,AC,Tarauacá
150775,24/04/2021,PA,Sapucaia
250060,24/04/2021,PB,Alhandra
270010,24/04/2021,AL,Água Branca
270090,24/04/2021,AL,Belo Monte
270260,24/04/2021,AL,Feira Grande
270450,24/04/2021,AL,Maragogi
270510,24/04/2021,AL,Matriz de Camaragibe
270800,24/04/2021,AL,Santana do Ipanema
280170,24/04/2021,SE,Cristinápolis
312352,24/04/2021,MG,Durandé
353450,24/04/2021,SP,Oscar Bressane
421190,24/04/2021,SC,Palhoça
421500,24/04/2021,SC,Rio Negrinho
130190,25/04/2021,AM,Itacoatiara
290550,25/04/2021,BA,Caldeirão Grande
330590,25/04/2021,RJ,Trajano de Moraes
352170,25/04/2021,SP,Itaberá
355420,25/04/2021,SP,Tejupá
430105,25/04/2021,RS,Arroio do Sal
500230,25/04/2021,MS,Brasilândia
170307,26/04/2021,TO,Barra do Ouro
230920,26/04/2021,CE,Nova Olinda
353170,26/04/2021,SP,Monteiro Lobato
355270,26/04/2021,SP,Tabatinga
410302,26/04/2021,PR,Boa Esperança do Iguaçu
410657,26/04/2021,PR,Cruzeiro do Iguaçu
420005,26/04/2021,SC,Abdon Batista
420415,26/04/2021,SC,Celso Ramos
420545,26/04/2021,SC,Forquilhinha
420775,26/04/2021,SC,Iraceminha
420845,26/04/2021,SC,Itapoá
420915,26/04/2021,SC,José Boiteux
420985,26/04/2021,SC,Lindóia do Sul
421755,26/04/2021,SC,Serra Alta
421825,26/04/2021,SC,Timbó Grande
421875,26/04/2021,SC,Tunápolis
421935,26/04/2021,SC,Vitor Meireles
431517,26/04/2021,RS,Protásio Alves
431880,26/04/2021,RS,São Lourenço do Sul
520396,26/04/2021,GO,Buritinópolis
210820,27/04/2021,MA,Pedreiras
251550,27/04/2021,PB,Serra Branca
292960,27/04/2021,BA,Sapeaçu
293280,27/04/2021,BA,Utinga
310375,27/04/2021,MG,Araporã
311320,27/04/2021,MG,Carandaí
311455,27/04/2021,MG,Carneirinho
312245,27/04/2021,MG,Divisópolis
313505,27/04/2021,MG,Jaíba
313753,27/04/2021,MG,Lagoa Grande
313840,27/04/2021,MG,Leopoldina
314915,27/04/2021,MG,Pedras de Maria da Cruz
315725,27/04/2021,MG,Santa Bárbara do Leste
316255,27/04/2021,MG,São João do Manhuaçu
410045,27/04/2021,PR,Altamira do Paraná
110180,28/04/2021,RO,Vale do Paraíso
120001,28/04/2021,AC,Acrelândia
120013,28/04/2021,AC,Bujari
120017,28/04/2021,AC,Capixaba
120025,28/04/2021,AC,Epitaciolândia
120032,28/04/2021,AC,Jordão
120043,28/04/2021,AC,Santa Rosa do Purus
210710,28/04/2021,MA,Morros
230426,28/04/2021,CE,Deputado Irapuan Pinheiro
260750,28/04/2021,PE,Itaíba
270280,28/04/2021,AL,Flexeiras
290130,28/04/2021,BA,Andaraí
291650,28/04/2021,BA,Itapicuru
291790,28/04/2021,BA,Jandaíra
313665,28/04/2021,MG,Juatuba
315895,28/04/2021,MG,Santana do Paraíso
352680,28/04/2021,SP,Lençóis Paulista
410460,28/04/2021,PR,Capitão Leônidas Marques
411250,28/04/2021,PR,Jardim Alegre
412210,28/04/2021,PR,Rio Bom
210480,29/04/2021,MA,Grajaú
210950,29/04/2021,MA,Riachão
220027,29/04/2021,PI,Alegrete do Piauí
220115,29/04/2021,PI,Baixa Grande do Ribeiro
220191,29/04/2021,PI,Bom Princípio do Piauí
220192,29/04/2021,PI,Bonfim do Piauí
220202,29/04/2021,PI,Buriti dos Montes
220205,29/04/2021,PI,Cabeceiras do Piauí
220209,29/04/2021,PI,Caldeirão Grande do Piauí
220225,29/04/2021,PI,Canavieira
220273,29/04/2021,PI,Coivaras
220275,29/04/2021,PI,Colônia do Gurguéia
220277,29/04/2021,PI,Colônia do Piauí
220285,29/04/2021,PI,Coronel José Dias
220375,29/04/2021,PI,Fartura do Piauí
220515,29/04/2021,PI,Jacobina do Piauí
220525,29/04/2021,PI,Jardim do Mulato
220555,29/04/2021,PI,Lagoa Alegre
220556,29/04/2021,PI,Lagoa do Barro do Piauí
220595,29/04/2021,PI,Marcolândia
220775,29/04/2021,PI,Passagem Franca do Piauí
220777,29/04/2021,PI,Patos do Piauí
220865,29/04/2021,PI,Queimada Nova
220915,29/04/2021,PI,Santa Cruz dos Milagres
220935,29/04/2021,PI,Santana do Piauí
220937,29/04/2021,PI,Santa Rosa do Piauí
220955,29/04/2021,PI,São Braz do Piauí
221005,29/04/2021,PI,São José do Divino
221035,29/04/2021,PI,São Lourenço do Piauí
221065,29/04/2021,PI,Sigefredo Pacheco
221135,29/04/2021,PI,Várzea Branca
250053,29/04/2021,PB,Alcantil
250057,29/04/2021,PB,Algodão de Jandaíra
250073,29/04/2021,PB,Amparo
250115,29/04/2021,PB,Areia de Baraúnas
250135,29/04/2021,PB,Assunção
250153,29/04/2021,PB,Baraúna
250157,29/04/2021,PB,Barra de Santana
250215,29/04/2021,PB,Boa Vista
250355,29/04/2021,PB,Cacimbas
250375,29/04/2021,PB,Cajazeirinhas
250407,29/04/2021,PB,Caraúbas
250415,29/04/2021,PB,Casserengue
250435,29/04/2021,PB,Caturité
250485,29/04/2021,PB,Coxixola
250535,29/04/2021,PB,Damião
250625,29/04/2021,PB,Gado Bravo
250855,29/04/2021,PB,Logradouro
250915,29/04/2021,PB,Marizópolis
250933,29/04/2021,PB,Matinhas
250937,29/04/2021,PB,Mato Grosso
251065,29/04/2021,PB,Parari
251203,29/04/2021,PB,Poço Dantas
251272,29/04/2021,PB,Pedro Régis
251274,29/04/2021,PB,Riachão
251275,29/04/2021,PB,Riachão do Bacamarte
251278,29/04/2021,PB,Riacho de Santo Antônio
251335,29/04/2021,PB,Santa Inês
251385,29/04/2021,PB,Santo André
251390,29/04/2021,PB,São Bento
251392,29/04/2021,PB,São Bentinho
251394,29/04/2021,PB,São Domingos do Cariri
251396,29/04/2021,PB,São Domingos
251445,29/04/2021,PB,São José dos Ramos
251455,29/04/2021,PB,São José de Princesa
251465,29/04/2021,PB,São José do Brejo do Cruz
251593,29/04/2021,PB,Sertãozinho
251597,29/04/2021,PB,Sobrado
251615,29/04/2021,PB,Sossêgo
251675,29/04/2021,PB,Tenório
251740,29/04/2021,PB,Zabelê
310600,29/04/2021,MG,Bela Vista de Minas
313130,29/04/2021,MG,Ipatinga
313620,29/04/2021,MG,João Monlevade
314675,29/04/2021,MG,Palmópolis
316870,29/04/2021,MG,Timóteo
350970,29/04/2021,SP,Campos do Jordão
410960,29/04/2021,PR,Guaratuba
411722,29/04/2021,PR,Nova Santa Rosa
411885,29/04/2021,PR,Perobal
412065,29/04/2021,PR,Quarto Centenário
430605,29/04/2021,RS,Cristal
430783,29/04/2021,RS,Eugênio de Castro
431445,29/04/2021,RS,Pinhal
431513,29/04/2021,RS,Pouso Novo
431848,29/04/2021,RS,São José do Hortêncio
431915,29/04/2021,RS,São Miguel das Missões
431960,29/04/2021,RS,São Sepé
431975,29/04/2021,RS,São Vendelino
431980,29/04/2021,RS,São Vicente do Sul
432166,29/04/2021,RS,Três Cachoeiras
520393,29/04/2021,GO,Buriti de Goiás
520455,29/04/2021,GO,Caldazinha
520929,29/04/2021,GO,Guaraíta
520993,29/04/2021,GO,Inaciolândia
521377,29/04/2021,GO,Montividiu do Norte
521971,29/04/2021,GO,Santo Antônio da Barra
522119,29/04/2021,GO,Terezópolis de Goiás
522220,29/04/2021,GO,Vila Boa
150570,30/04/2021,PA,Ponta de Pedras
250250,30/04/2021,PB,Boqueirão
251640,30/04/2021,PB,Tacima
261300,30/04/2021,PE,São Bento do Una
430700,30/04/2021,RS,Erechim
500480,30/04/2021,MS,Japorã
500620,30/04/2021,MS,Nova Andradina
500625,30/04/2021,MS,Novo Horizonte do Sul
522157,30/04/2021,GO,Uirapuru
160005,01/05/2021,AP,Serra do Navio
160015,01/05/2021,AP,Pedra Branca do Amapari
160021,01/05/2021,AP,Cutias
160025,01/05/2021,AP,Itaubal
160053,01/05/2021,AP,Porto Grande
160055,01/05/2021,AP,Pracuúba
170025,01/05/2021,TO,Abreulândia
220400,01/05/2021,PI,Francinópolis
251490,01/05/2021,PB,São Mamede
291140,01/05/2021,BA,Glória
292380,01/05/2021,BA,Paripiranga
353210,01/05/2021,SP,Murutinga do Sul
410190,01/05/2021,PR,Assaí
412050,01/05/2021,PR,Primeiro de Maio
420350,01/05/2021,SC,Campo Erê
420680,01/05/2021,SC,Ibicaré
431405,01/05/2021,RS,Parobé
431950,01/05/2021,RS,São Sebastião do Caí
500280,01/05/2021,MS,Caracol
510590,01/05/2021,MT,Nobres
210260,02/05/2021,MA,Cândido Mendes
251700,02/05/2021,PB,Umbuzeiro
310490,02/05/2021,MG,Baependi
351760,02/05/2021,SP,Guapiara
352810,02/05/2021,SP,Macaubal
411155,02/05/2021,PR,Ivaté
431450,02/05/2021,RS,Pinheiro Machado
500400,02/05/2021,MS,Glória de Dourados
210160,03/05/2021,MA,Barra do Corda
230423,03/05/2021,CE,Croatá
231330,03/05/2021,CE,Tauá
312490,03/05/2021,MG,Eugenópolis
320100,03/05/2021,ES,Boa Esperança
330300,03/05/2021,RJ,Miracema
350360,03/05/2021,SP,Areiópolis
350610,03/05/2021,SP,Bebedouro
350790,03/05/2021,SP,Brotas
351120,03/05/2021,SP,Catiguá
351160,03/05/2021,SP,Cesário Lange
352140,03/05/2021,SP,Iracemápolis
353820,03/05/2021,SP,Pinhalzinho
353990,03/05/2021,SP,Poloni
354410,03/05/2021,SP,Rio Grande da Serra
354620,03/05/2021,SP,Santa Cruz da Conceição
354630,03/05/2021,SP,Santa Cruz das Palmeiras
354840,03/05/2021,SP,Santópolis do Aguapeí
354900,03/05/2021,SP,São Francisco
355610,03/05/2021,SP,Valentim Gentil
410335,03/05/2021,PR,Braganey
411010,03/05/2021,PR,Imbituva
412405,03/05/2021,PR,Santa Terezinha de Itaipu
430466,03/05/2021,RS,Capão do Leão
430845,03/05/2021,RS,Fortaleza dos Valos
431920,03/05/2021,RS,São Nicolau
432180,03/05/2021,RS,Três de Maio
510715,03/05/2021,MT,Reserva do Cabaçal
510718,03/05/2021,MT,Ribeirão Cascalheira
150145,04/05/2021,PA,Belterra
260790,04/05/2021,PE,Jaboatão dos Guararapes
280210,04/05/2021,SE,Estância
352880,04/05/2021,SP,Maracaí
430880,04/05/2021,RS,General Câmara
430905,04/05/2021,RS,Glorinha
500440,04/05/2021,MS,Inocência
171200,05/05/2021,TO,Lajeado
171850,05/05/2021,TO,Recursolândia
171870,05/05/2021,TO,Rio dos Bois
230533,05/05/2021,CE,Ibicuitinga
250077,05/05/2021,PB,Aparecida
250403,05/05/2021,PB,Capim
250523,05/05/2021,PB,Cuité de Mamanguape
250527,05/05/2021,PB,Curral de Cima
250905,05/05/2021,PB,Marcação
251120,05/05/2021,PB,Pedras de Fogo
251276,05/05/2021,PB,Riachão do Poço
251400,05/05/2021,PB,São João do Cariri
260620,05/05/2021,PE,Goiana
280400,05/05/2021,SE,Maruim
350660,05/05/2021,SP,Biritiba Mirim
351670,05/05/2021,SP,Garça
410060,05/05/2021,PR,Alto Paraná
412840,05/05/2021,PR,Uraí
431240,05/05/2021,RS,Montenegro
432026,05/05/2021,RS,Segredo
130040,06/05/2021,AM,Barcelos
230080,06/05/2021,CE,Antonina do Norte
251260,06/05/2021,PB,Quixaba
261390,06/05/2021,PE,Serra Talhada
261640,06/05/2021,PE,Vitória de Santo Antão
291250,06/05/2021,BA,Ibipitanga
320455,06/05/2021,ES,Santa Maria de Jetibá
352160,06/05/2021,SP,Irapuru
411420,06/05/2021,PR,Mandaguari
431370,06/05/2021,RS,Palmeira das Missões
431930,06/05/2021,RS,São Paulo das Missões
510345,06/05/2021,MT,Denise
520850,06/05/2021,GO,Goiandira
240450,07/05/2021,RN,Guamaré
240660,07/05/2021,RN,Lagoa Salgada
240950,07/05/2021,RN,Pedra Grande
250920,07/05/2021,PB,Massaranduba
260160,07/05/2021,PE,Belém do São Francisco
314300,07/05/2021,MG,Monte Belo
314910,07/05/2021,MG,Pedralva
330430,07/05/2021,RJ,Rio Bonito
350730,07/05/2021,SP,Boracéia
421650,07/05/2021,SC,São Joaquim
510320,07/05/2021,MT,Colíder
210790,08/05/2021,MA,Passagem Franca
230526,08/05/2021,CE,Ibaretama
231000,08/05/2021,CE,Palhano
240550,08/05/2021,RN,Jardim de Angicos
240760,08/05/2021,RN,Messias Targino
250160,08/05/2021,PB,Barra de Santa Rosa
250740,08/05/2021,PB,Jericó
292060,08/05/2021,BA,Maragogipe
330160,08/05/2021,RJ,Duas Barras
330550,08/05/2021,RJ,Saquarema
330560,08/05/2021,RJ,Silva Jardim
352220,08/05/2021,SP,Itapecerica da Serra
355000,08/05/2021,SP,São Luiz do Paraitinga
430260,08/05/2021,RS,Braga
500070,08/05/2021,MS,Anastácio
500800,08/05/2021,MS,Terenos
241070,09/05/2021,RN,Riacho da Cruz
241100,09/05/2021,RN,Rodolfo Fernandes
280580,09/05/2021,SE,Riachão do Dantas
290225,09/05/2021,BA,Arataca
290323,09/05/2021,BA,Barro Alto
290475,09/05/2021,BA,Buritirama
290687,09/05/2021,BA,Capim Grosso
291085,09/05/2021,BA,Filadélfia
291835,09/05/2021,BA,João Dourado
291855,09/05/2021,BA,Jussari
291915,09/05/2021,BA,Lapão
291995,09/05/2021,BA,Maetinga
292265,09/05/2021,BA,Nordestina
292465,09/05/2021,BA,Pintadas
292595,09/05/2021,BA,Rafael Jambeiro
293135,09/05/2021,BA,Teixeira de Freitas
320170,09/05/2021,ES,Conceição do Castelo
411721,09/05/2021,PR,Nova Santa Bárbara
412382,09/05/2021,PR,Santa Lúcia
412862,09/05/2021,PR,Alto Paraíso
430495,09/05/2021,RS,Caseiros
430545,09/05/2021,RS,Cidreira
430695,09/05/2021,RS,Entre Rios do Sul
431033,09/05/2021,RS,Imbé
431036,09/05/2021,RS,Imigrante
431055,09/05/2021,RS,Itacurubi
431075,09/05/2021,RS,Ivorá
431150,09/05/2021,RS,Lavras do Sul
431235,09/05/2021,RS,Montauri
431275,09/05/2021,RS,Nova Alvorada
431545,09/05/2021,RS,Relvado
431643,09/05/2021,RS,Saldanha Marinho
431846,09/05/2021,RS,São José do Herval
432023,09/05/2021,RS,Sede Nova
432132,09/05/2021,RS,Taquaruçu do Sul
432225,09/05/2021,RS,Tupandi
432340,09/05/2021,RS,Vila Maria
432360,09/05/2021,RS,Vista Alegre do Prata
432370,09/05/2021,RS,Vista Gaúcha
500730,09/05/2021,MS,Rio Negro
510515,09/05/2021,MT,Juína
521560,09/05/2021,GO,Padre Bernardo
150157,10/05/2021,PA,Bom Jesus do Tocantins
150175,10/05/2021,PA,Brejo Grande do Araguaia
150200,10/05/2021,PA,Cachoeira do Arari
150275,10/05/2021,PA,Concórdia do Pará
150277,10/05/2021,PA,Curionópolis
150293,10/05/2021,PA,Dom Eliseu
150307,10/05/2021,PA,Garrafão do Norte
150543,10/05/2021,PA,Ourilândia do Norte
150548,10/05/2021,PA,Pacajá
150553,10/05/2021,PA,Parauapebas
150658,10/05/2021,PA,Santa Maria das Barreiras
150745,10/05/2021,PA,São Geraldo do Araguaia
150747,10/05/2021,PA,São João de Pirabas
150795,10/05/2021,PA,Tailândia
150808,10/05/2021,PA,Tucumã
211090,10/05/2021,MA,São Francisco do Maranhão
240320,10/05/2021,RN,Doutor Severiano
240870,10/05/2021,RN,Paraú
240910,10/05/2021,RN,Passa e Fica
240980,10/05/2021,RN,Pedro Velho
241080,10/05/2021,RN,Riacho de Santana
241430,10/05/2021,RN,Timbaúba dos Batistas
292805,10/05/2021,BA,Santa Luzia
320016,10/05/2021,ES,Água Doce do Norte
320316,10/05/2021,ES,Laranja da Terra
320506,10/05/2021,ES,Venda Nova do Imigrante
330220,10/05/2021,RJ,Itaperuna
411520,10/05/2021,PR,Maringá
420455,10/05/2021,SC,Correia Pinto
421560,10/05/2021,SC,Santa Rosa de Lima
431130,10/05/2021,RS,Lagoa Vermelha
510530,10/05/2021,MT,Luciara
110013,11/05/2021,RO,Machadinho D'Oeste
110029,11/05/2021,RO,Santa Luzia D'Oeste
150405,11/05/2021,PA,Mãe do Rio
210730,11/05/2021,MA,Nova Iorque
230205,11/05/2021,CE,Barroquinha
240170,11/05/2021,RN,Bom Jesus
240620,11/05/2021,RN,Lagoa d'Anta
240640,11/05/2021,RN,Lagoa de Velhos
241270,11/05/2021,RN,São Pedro
320013,11/05/2021,ES,Águia Branca
320035,11/05/2021,ES,Alto Rio Novo
320313,11/05/2021,ES,João Neiva
412035,11/05/2021,PR,Pranchita
432260,11/05/2021,RS,Venâncio Aires
520140,11/05/2021,GO,Aparecida de Goiânia
520945,11/05/2021,GO,Guarinos
521878,11/05/2021,GO,Rio Quente
130430,12/05/2021,AM,Urucará
150445,12/05/2021,PA,Medicilândia
210405,12/05/2021,MA,Estreito
230837,12/05/2021,CE,Miraíma
240630,12/05/2021,RN,Lagoa de Pedras
291072,12/05/2021,BA,Eunápolis
291735,12/05/2021,BA,Jaborandi
311070,12/05/2021,MG,Cambuquira
352070,12/05/2021,SP,Indiaporã
410445,12/05/2021,PR,Cantagalo
412796,12/05/2021,PR,Turvo
421040,12/05/2021,SC,Maracajá
421175,12/05/2021,SC,Otacílio Costa
430063,12/05/2021,RS,Amaral Ferrador
430066,12/05/2021,RS,André da Rocha
430165,12/05/2021,RS,Barão
430235,12/05/2021,RS,Bom Princípio
430355,12/05/2021,RS,Camargo
430513,12/05/2021,RS,Cerro Branco
430517,12/05/2021,RS,Cerro Grande do Sul
430595,12/05/2021,RS,Cotiporã
430805,12/05/2021,RS,Faxinalzinho
431115,12/05/2021,RS,Jóia
431245,12/05/2021,RS,Morro Redondo
431365,12/05/2021,RS,Palmares do Sul
431402,12/05/2021,RS,Paraíso do Sul
431475,12/05/2021,RS,Poço das Antas
431645,12/05/2021,RS,Salto do Jacuí
431695,12/05/2021,RS,Santa Maria do Herval
432135,12/05/2021,RS,Tavares
432170,12/05/2021,RS,Três Coroas
432185,12/05/2021,RS,Três Palmeiras
432330,12/05/2021,RS,Vila Flores
500325,12/05/2021,MS,Costa Rica
500350,12/05/2021,MS,Douradina
500769,12/05/2021,MS,São Gabriel do Oeste
500780,12/05/2021,MS,Selvíria
500797,12/05/2021,MS,Taquarussu
150613,13/05/2021,PA,Redenção
150616,13/05/2021,PA,Rio Maria
150618,13/05/2021,PA,Rondon do Pará
150840,13/05/2021,PA,Xinguara
220350,13/05/2021,PI,Elesbão Veloso
241335,13/05/2021,RN,Serra do Mel
260345,13/05/2021,PE,Camaragibe
261290,13/05/2021,PE,São Benedito do Sul
261480,13/05/2021,PE,Tacaratu
270895,13/05/2021,AL,Senador Rui Palmeira
280470,13/05/2021,SE,Nossa Senhora de Lourdes
312050,13/05/2021,MG,Cristina
320400,13/05/2021,ES,Pancas
330025,13/05/2021,RJ,Arraial do Cabo
350930,13/05/2021,SP,Cajobi
411275,13/05/2021,PR,Jesuítas
412180,13/05/2021,PR,Ribeirão Claro
412785,13/05/2021,PR,Três Barras do Paraná
421840,13/05/2021,SC,Treze de Maio
500085,13/05/2021,MS,Angélica
500215,13/05/2021,MS,Bodoquena
500345,13/05/2021,MS,Deodápolis
500375,13/05/2021,MS,Eldorado
500460,13/05/2021,MS,Itaquiraí
500568,13/05/2021,MS,Mundo Novo
500770,13/05/2021,MS,Sete Quedas
500795,13/05/2021,MS,Tacuru
510060,13/05/2021,MT,Alto Taquari
510260,13/05/2021,MT,Campinápolis
510305,13/05/2021,MT,Cláudia
510310,13/05/2021,MT,Cocalinho
510330,13/05/2021,MT,Comodoro
510450,13/05/2021,MT,Indiavaí
510455,13/05/2021,MT,Itaúba
510558,13/05/2021,MT,Marcelândia
510621,13/05/2021,MT,Nova Canaã do Norte
510623,13/05/2021,MT,Nova Olímpia
510627,13/05/2021,MT,Novo Horizonte do Norte
510628,13/05/2021,MT,Novo São Joaquim
510637,13/05/2021,MT,Pedra Preta
510642,13/05/2021,MT,Peixoto de Azevedo
510677,13/05/2021,MT,Porto Alegre do Norte
510704,13/05/2021,MT,Primavera do Leste
510785,13/05/2021,MT,São Félix do Araguaia
510792,13/05/2021,MT,Sorriso
510795,13/05/2021,MT,Tangará da Serra
510805,13/05/2021,MT,Terra Nova do Norte
510860,13/05/2021,MT,Vila Rica
120005,14/05/2021,AC,Assis Brasil
120034,14/05/2021,AC,Manoel Urbano
120045,14/05/2021,AC,Senador Guiomard
170255,14/05/2021,TO,Augustinópolis
170755,14/05/2021,TO,Fátima
171670,14/05/2021,TO,Colméia
171875,14/05/2021,TO,Rio Sono
260005,14/05/2021,PE,Abreu e Lima
260775,14/05/2021,PE,Itapissuma
260990,14/05/2021,PE,Ouricuri
290870,14/05/2021,BA,Condeúba
292990,14/05/2021,BA,Seabra
314790,14/05/2021,MG,Passos
320470,14/05/2021,ES,São Gabriel da Palha
412853,14/05/2021,PR,Ventania
430150,14/05/2021,RS,Augusto Pestana
430570,14/05/2021,RS,Condor
432310,14/05/2021,RS,Vicente Dutra
500500,14/05/2021,MS,Jardim
510100,14/05/2021,MT,Araguaiana
510562,14/05/2021,MT,Mirassol d'Oeste
520013,14/05/2021,GO,Acreúna
520215,14/05/2021,GO,Araguapaz
520235,14/05/2021,GO,Arenópolis
520425,14/05/2021,GO,Cachoeira Dourada
