CODIGO_MUNICIPIO,DATE,UF,NOME_MUNICIPIO
330455,01/01/2021,AM,Borba
150611,01/01/2021,PA,Quatipuru
150796,01/01/2021,PA,Terra Alta
170770,01/01/2021,TO,Filadélfia
171370,01/01/2021,TO,Monte Santo do Tocantins
172049,01/01/2021,TO,São Valério
172130,01/01/2021,TO,Tupiratins
210237,01/01/2021,MA,Cachoeira Grande
210390,01/01/2021,MA,Duque Bacelar
210570,01/01/2021,MA,Lago da Pedra
220005,01/01/2021,PI,Acauã
220030,01/01/2021,PI,Alto Longá
220860,01/01/2021,PI,Prata do Piauí
260760,01/01/2021,PE,Ilha de Itamaracá
261280,01/01/2021,PE,Santa Terezinha
261510,01/01/2021,PE,Terezinha
270290,01/01/2021,AL,Girau do Ponciano
270300,01/01/2021,AL,Ibateguara
280670,01/01/2021,SE,São Cristóvão
310020,01/01/2021,MG,Abaeté
310050,01/01/2021,MG,Açucena
310080,01/01/2021,MG,Aguanil
310163,01/01/2021,MG,Alfredo Vasconcelos
310390,01/01/2021,MG,Araújos
310500,01/01/2021,MG,Baldim
310540,01/01/2021,MG,Barão de Cocais
310570,01/01/2021,MG,Barra Longa
310870,01/01/2021,MG,Brás Pires
311250,01/01/2021,MG,Capim Branco
311265,01/01/2021,MG,Capitão Andrade
311300,01/01/2021,MG,Caraí
311360,01/01/2021,MG,Careaçu
311460,01/01/2021,MG,Carrancas
311545,01/01/2021,MG,Catuji
311690,01/01/2021,MG,Comendador Gomes
311700,01/01/2021,MG,Comercinho
311710,01/01/2021,MG,Conceição da Aparecida
311740,01/01/2021,MG,Conceição de Ipanema
311920,01/01/2021,MG,Coroaci
311980,01/01/2021,MG,Córrego Danta
312015,01/01/2021,MG,Crisólita
312330,01/01/2021,MG,Dores do Turvo
312385,01/01/2021,MG,Entre Folhas
312460,01/01/2021,MG,Estrela Dalva
312595,01/01/2021,MG,Fervedouro
312760,01/01/2021,MG,Gouveia
312930,01/01/2021,MG,Iapu
313005,01/01/2021,MG,Icaraí de Minas
313115,01/01/2021,MG,Ipaba
313320,01/01/2021,MG,Itanhomi
313430,01/01/2021,MG,Itumirim
313507,01/01/2021,MG,Jampruca
313545,01/01/2021,MG,Jenipapo de Minas
313700,01/01/2021,MG,Ladainha
313865,01/01/2021,MG,Lontra
313870,01/01/2021,MG,Luminárias
313890,01/01/2021,MG,Machacalis
313925,01/01/2021,MG,Mamonas
314055,01/01/2021,MG,Mata Verde
314085,01/01/2021,MG,Matias Cardoso
314100,01/01/2021,MG,Mato Verde
314345,01/01/2021,MG,Montezuma
314520,01/01/2021,MG,Nova Serrana
314530,01/01/2021,MG,Novo Cruzeiro
314830,01/01/2021,MG,Paula Cândido
315030,01/01/2021,MG,Piedade do Rio Grande
315050,01/01/2021,MG,Pimenta
315200,01/01/2021,MG,Pompéu
315240,01/01/2021,MG,Poté
315310,01/01/2021,MG,Presidente Bernardes
315340,01/01/2021,MG,Presidente Olegário
315350,01/01/2021,MG,Alto Jequitibá
315410,01/01/2021,MG,Recreio
315430,01/01/2021,MG,Resplendor
315445,01/01/2021,MG,Riachinho
315727,01/01/2021,MG,Santa Bárbara do Monte Verde
315800,01/01/2021,MG,Santa Maria de Itabira
315850,01/01/2021,MG,Santana de Pirapama
315920,01/01/2021,MG,Santa Rita de Caldas
315935,01/01/2021,MG,Santa Rita de Minas
316257,01/01/2021,MG,São João do Manteninha
316270,01/01/2021,MG,São João do Paraíso
316295,01/01/2021,MG,São José da Lapa
316390,01/01/2021,MG,São Pedro da União
316450,01/01/2021,MG,São Sebastião do Maranhão
316557,01/01/2021,MG,Senador Amaral
316610,01/01/2021,MG,Senhora do Porto
316820,01/01/2021,MG,Tapiraí
316970,01/01/2021,MG,Turmalina
317005,01/01/2021,MG,Ubaporanga
317030,01/01/2021,MG,Umburatiba
317052,01/01/2021,MG,Urucuia
317110,01/01/2021,MG,Veríssimo
317190,01/01/2021,MG,Virgolândia
354625,01/01/2021,SP,Santa Cruz da Esperança
410337,01/01/2021,PR,Brasilândia do Sul
422000,01/01/2021,SC,Balneário Rincão
431190,01/01/2021,RS,Marcelino Ramos
431335,01/01/2021,RS,Nova Roma do Sul
431862,01/01/2021,RS,São José dos Ausentes
510810,01/01/2021,MT,Tesouro
210130,02/01/2021,MA,Bacuri
240650,02/01/2021,RN,Lagoa Nova
250140,02/01/2021,PB,Baía da Traição
250650,02/01/2021,PB,Gurjão
270460,02/01/2021,AL,Maravilha
311220,02/01/2021,MG,Capela Nova
150080,03/01/2021,PA,Ananindeua
230710,03/01/2021,CE,Jardim
240350,04/01/2021,RN,Espírito Santo
250670,04/01/2021,PB,Imaculada
250830,04/01/2021,PB,Lagoa Seca
421565,04/01/2021,SC,Santa Rosa do Sul
421885,04/01/2021,SC,União do Oeste
431740,04/01/2021,RS,Santiago
431810,04/01/2021,RS,São Francisco de Assis
521900,05/01/2021,GO,Sanclerlândia
150820,06/01/2021,PA,Vigia
210770,06/01/2021,MA,Paraibano
260700,06/01/2021,PE,Inajá
261420,06/01/2021,PE,Sirinhaém
320020,06/01/2021,ES,Alegre
330010,06/01/2021,RJ,Angra dos Reis
351385,06/01/2021,SP,Dirce Reis
353190,06/01/2021,SP,Morro Agudo
420460,06/01/2021,SC,Criciúma
521120,06/01/2021,GO,Itapuranga
150600,07/01/2021,PA,Prainha
251220,07/01/2021,PB,Prata
311330,07/01/2021,MG,Carangola
314860,07/01/2021,MG,Peçanha
320330,07/01/2021,ES,Mantenópolis
431820,07/01/2021,RS,São Francisco de Paula
290515,08/01/2021,BA,Caetanos
292665,08/01/2021,BA,Ribeirão do Largo
410322,08/01/2021,PR,Bom Sucesso do Sul
411450,08/01/2021,PR,Manoel Ribas
240615,09/01/2021,RN,Jundiá
250700,09/01/2021,PB,Itaporanga
311580,09/01/2021,MG,Centralina
350745,09/01/2021,SP,Borebi
351495,09/01/2021,SP,Embaúba
351925,09/01/2021,SP,Iaras
411325,09/01/2021,PR,Laranjal
420165,09/01/2021,SC,Arvoredo
420205,09/01/2021,SC,Balneário Barra do Sul
420215,09/01/2021,SC,Belmonte
420315,09/01/2021,SC,Calmon
420543,09/01/2021,SC,Formosa do Sul
420785,09/01/2021,SC,Irati
421165,09/01/2021,SC,Novo Horizonte
421185,09/01/2021,SC,Ouro Verde
421223,09/01/2021,SC,Paraíso
421555,09/01/2021,SC,Santa Helena
421715,09/01/2021,SC,São Miguel da Boa Vista
522026,09/01/2021,GO,São Miguel do Passa Quatro
170035,10/01/2021,TO,Aliança do Tocantins
261370,10/01/2021,PE,São Lourenço da Mata
314120,10/01/2021,MG,Matutina
170310,11/01/2021,TO,Barrolândia
251710,11/01/2021,PB,Várzea
150140,12/01/2021,PA,Belém
352120,12/01/2021,SP,Iporanga
510650,12/01/2021,MT,Poconé
211190,13/01/2021,MA,Sucupira do Norte
231335,13/01/2021,CE,Tejuçuoca
250380,13/01/2021,PB,Caldas Brandão
251110,13/01/2021,PB,Pedra Lavrada
310170,13/01/2021,MG,Almenara
171800,14/01/2021,TO,Porto Alegre do Tocantins
210750,14/01/2021,MA,Paço do Lumiar
230425,14/01/2021,CE,Cruz
352970,14/01/2021,SP,Miguelópolis
420260,14/01/2021,SC,Bom Retiro
522068,14/01/2021,GO,Simolândia
210600,15/01/2021,MA,Lima Campos
251060,15/01/2021,PB,Ouro Velho
292440,15/01/2021,BA,Pilão Arcado
314620,15/01/2021,MG,Ouro Verde de Minas
315015,15/01/2021,MG,Piedade de Caratinga
317040,15/01/2021,MG,Unaí
330350,15/01/2021,RJ,Nova Iguaçu
330370,15/01/2021,RJ,Paraíba do Sul
432280,15/01/2021,RS,Veranópolis
316180,16/01/2021,MG,São Gonçalo do Pará
520055,16/01/2021,GO,Alto Horizonte
520505,16/01/2021,GO,Castelândia
521205,16/01/2021,GO,Jesúpolis
521487,16/01/2021,GO,Nova Iguaçu de Goiás
521600,16/01/2021,GO,Panamá
521839,16/01/2021,GO,Professor Jamil
210095,17/01/2021,MA,Arame
210760,17/01/2021,MA,Palmeirândia
220720,17/01/2021,PI,Padre Marcos
240140,17/01/2021,RN,Baía Formosa
291700,17/01/2021,BA,Itiúba
210420,18/01/2021,MA,Fortuna
330475,18/01/2021,RJ,São Francisco de Itabapoana
430710,18/01/2021,RS,Herval
170384,19/01/2021,TO,Campos Lindos
210490,19/01/2021,MA,Guimarães
240190,19/01/2021,RN,Caiçara do Rio do Vento
240960,19/01/2021,RN,Pedra Preta
316880,19/01/2021,MG,Tiradentes
354100,19/01/2021,SP,Praia Grande
150520,20/01/2021,PA,Oeiras do Pará
150790,20/01/2021,PA,Soure
210040,20/01/2021,MA,Altamira do Maranhão
210520,20/01/2021,MA,Igarapé Grande
210810,20/01/2021,MA,Paulo Ramos
210890,20/01/2021,MA,Poção de Pedras
220553,20/01/2021,PI,Jurema
270720,20/01/2021,AL,Poço das Trincheiras
280730,20/01/2021,SE,Telha
311115,20/01/2021,MG,Campo Azul
311940,20/01/2021,MG,Coronel Fabriciano
312390,20/01/2021,MG,Entre Rios de Minas
314690,20/01/2021,MG,Papagaios
317047,20/01/2021,MG,Uruana de Minas
320010,20/01/2021,ES,Afonso Cláudio
350770,20/01/2021,SP,Braúna
351070,20/01/2021,SP,Cardoso
352200,20/01/2021,SP,Itaju
353205,20/01/2021,SP,Motuca
353625,20/01/2021,SP,Parisi
353880,20/01/2021,SP,Piraju
354460,20/01/2021,SP,Sabino
354640,20/01/2021,SP,Santa Cruz do Rio Pardo
420960,20/01/2021,SC,Lauro Müller
241320,21/01/2021,RN,Senador Georgino Avelino
251560,21/01/2021,PB,Serra da Raiz
412665,21/01/2021,PR,Sulina
421320,21/01/2021,SC,Pomerode
431540,21/01/2021,RS,Redentora
520910,21/01/2021,GO,Goiatuba
220170,22/01/2021,PI,Bertolínia
230535,22/01/2021,CE,Icapuí
355100,22/01/2021,SP,São Vicente
521850,22/01/2021,GO,Quirinópolis
130400,23/01/2021,AM,Silves
150550,23/01/2021,PA,Paragominas
160040,23/01/2021,AP,Mazagão
280110,23/01/2021,SE,Canhoba
421030,23/01/2021,SC,Major Vieira
421830,23/01/2021,SC,Três Barras
430170,23/01/2021,RS,Barão de Cotegipe
120080,24/01/2021,AC,Porto Acre
130440,24/01/2021,AM,Urucurituba
150580,24/01/2021,PA,Portel
220455,24/01/2021,PI,Guaribas
220995,24/01/2021,PI,São João da Varjota
320030,24/01/2021,ES,Alfredo Chaves
430470,24/01/2021,RS,Carazinho
230090,25/01/2021,CE,Apuiarés
230185,25/01/2021,CE,Banabuiú
230550,25/01/2021,CE,Iguatu
231040,25/01/2021,CE,Paramoti
314730,25/01/2021,MG,Paraisópolis
350800,25/01/2021,SP,Buri
351520,25/01/2021,SP,Estrela d'Oeste
355030,25/01/2021,SP,São Paulo
355660,25/01/2021,SP,Vera Cruz
410230,25/01/2021,PR,Balsa Nova
410910,25/01/2021,PR,Guaporema
210870,26/01/2021,MA,Pio XII
220045,26/01/2021,PI,Alvorada do Gurguéia
220117,26/01/2021,PI,Barra D'Alcântara
220155,26/01/2021,PI,Bela Vista do Piauí
220173,26/01/2021,PI,Betânia do Piauí
220177,26/01/2021,PI,Boa Hora
220194,26/01/2021,PI,Boqueirão do Piauí
220198,26/01/2021,PI,Brejo do Piauí
220213,26/01/2021,PI,Campo Grande do Piauí
220217,26/01/2021,PI,Campo Largo do Piauí
220245,26/01/2021,PI,Capitão Gervásio Oliveira
220255,26/01/2021,PI,Caridade do Piauí
220323,26/01/2021,PI,Currais
220327,26/01/2021,PI,Curral Novo do Piauí
220435,26/01/2021,PI,Geminiano
220465,26/01/2021,PI,Ilha Grande
220552,26/01/2021,PI,Júlio Borges
220557,26/01/2021,PI,Lagoa de São Francisco
220559,26/01/2021,PI,Lagoa do Sítio
220665,26/01/2021,PI,Morro Cabeça no Tempo
220675,26/01/2021,PI,Nossa Senhora de Nazaré
220695,26/01/2021,PI,Novo Santo Antônio
220735,26/01/2021,PI,Pajeú do Piauí
220755,26/01/2021,PI,Paquetá
220785,26/01/2021,PI,Pavussu
220795,26/01/2021,PI,Nova Santa Rita
220987,26/01/2021,PI,São João da Fronteira
221062,26/01/2021,PI,Sebastião Barros
221063,26/01/2021,PI,Sebastião Leal
291490,26/01/2021,BA,Itacaré
320390,26/01/2021,ES,Nova Venécia
354850,26/01/2021,SP,Santos
410765,26/01/2021,PR,Fazenda Rio Grande
431140,26/01/2021,RS,Lajeado
314930,27/01/2021,MG,Pedro Leopoldo
411380,27/01/2021,PR,Lupionópolis
150240,28/01/2021,PA,Castanhal
251240,28/01/2021,PB,Puxinanã
291430,28/01/2021,BA,Iramaia
410140,28/01/2021,PR,Apucarana
411960,28/01/2021,PR,Pitanga
430900,28/01/2021,RS,Giruá
431790,28/01/2021,RS,Santo Cristo
510757,28/01/2021,MT,Rondolândia
510779,28/01/2021,MT,Santo Antônio do Leste
130060,29/01/2021,AM,Benjamin Constant
150555,29/01/2021,PA,Pau D'Arco
220779,29/01/2021,PI,Pau D'Arco do Piauí
240750,29/01/2021,RN,Maxaranguape
316710,29/01/2021,MG,Serro
320050,29/01/2021,ES,Apiacá
411950,29/01/2021,PR,Piraquara
210680,30/01/2021,MA,Mirinzal
280270,30/01/2021,SE,Ilha das Flores
312770,30/01/2021,MG,Governador Valadares
130068,31/01/2021,AM,Boa Vista do Ramos
130150,31/01/2021,AM,Envira
130300,31/01/2021,AM,Nhamundá
150650,31/01/2021,PA,Santa Izabel do Pará
290205,31/01/2021,BA,Araçás
291820,31/01/2021,BA,Jiquiriçá
310070,31/01/2021,MG,Água Comprida
315600,31/01/2021,MG,Rio Vermelho
316280,31/01/2021,MG,São João Evangelista
316840,31/01/2021,MG,Tarumirim
320305,31/01/2021,ES,Jaguaré
350510,31/01/2021,SP,Barbosa
411573,31/01/2021,PR,Mato Rico
430390,31/01/2021,RS,Campo Bom
431670,31/01/2021,RS,Santa Bárbara do Sul
520465,31/01/2021,GO,Campinaçu
130195,01/02/2021,AM,Itamarati
130406,01/02/2021,AM,Tabatinga
172208,01/02/2021,TO,Wanderlândia
231135,01/02/2021,CE,Quixelô
270040,01/02/2021,AL,Atalaia
314465,01/02/2021,MG,Ninheira
410725,01/02/2021,PR,Douradina
411605,01/02/2021,PR,Missal
411725,01/02/2021,PR,Nova Prata do Iguaçu
250730,02/02/2021,PB,Jacaraú
261030,02/02/2021,PE,Paranatama
270600,02/02/2021,AL,Olivença
352390,02/02/2021,SP,Itu
412690,02/02/2021,PR,Tapira
421960,02/02/2021,SC,Xavantina
521483,02/02/2021,GO,Nova Crixás
270375,03/02/2021,AL,Jequiá da Praia
421890,03/02/2021,SC,Urubici
160030,04/02/2021,AP,Macapá
260600,04/02/2021,PE,Garanhuns
260765,04/02/2021,PE,Itambé
261060,04/02/2021,PE,Paudalho
270350,04/02/2021,AL,Jacuípe
293120,04/02/2021,BA,Taperoá
351410,04/02/2021,SP,Dois Córregos
421390,04/02/2021,SC,Presidente Castello Branco
220530,05/02/2021,PI,Jerumenha
230075,05/02/2021,CE,Amontada
230435,05/02/2021,CE,Forquilha
230655,05/02/2021,CE,Itarema
230800,05/02/2021,CE,Massapê
230835,05/02/2021,CE,Milhã
231025,05/02/2021,CE,Paraipaba
231375,05/02/2021,CE,Umirim
231395,05/02/2021,CE,Varjota
280260,05/02/2021,SE,Gracho Cardoso
310230,05/02/2021,MG,Alvinópolis
314480,05/02/2021,MG,Nova Lima
410580,05/02/2021,PR,Colombo
510130,05/02/2021,MT,Arenápolis
510600,05/02/2021,MT,Nortelândia
280760,06/02/2021,SE,Umbaúba
330020,06/02/2021,RJ,Araruama
280570,07/02/2021,SE,Propriá
500020,08/02/2021,MS,Água Clara
230480,09/02/2021,CE,Granjeiro
170382,10/02/2021,TO,Cachoeirinha
170740,10/02/2021,TO,Esperantina
171195,10/02/2021,TO,Lagoa do Tocantins
171280,10/02/2021,TO,Maurilândia do Tocantins
171380,10/02/2021,TO,Palmeiras do Tocantins
171630,10/02/2021,TO,Pau D'Arco
172010,10/02/2021,TO,São Bento do Tocantins
211160,10/02/2021,MA,São Raimundo das Mangabeiras
241410,10/02/2021,RN,Tenente Ananias
316890,10/02/2021,MG,Tiros
150610,11/02/2021,PA,Primavera
210030,11/02/2021,MA,Aldeias Altas
410180,11/02/2021,PR,Araucária
430080,11/02/2021,RS,Antônio Prado
150619,12/02/2021,PA,Rurópolis
421780,12/02/2021,SC,Taió
110007,13/02/2021,RO,Corumbiara
110026,13/02/2021,RO,Rio Crespo
110040,13/02/2021,RO,Alto Paraíso
110050,13/02/2021,RO,Novo Horizonte do Oeste
110070,13/02/2021,RO,Campo Novo de Rondônia
110080,13/02/2021,RO,Candeias do Jamari
110090,13/02/2021,RO,Castanheiras
110100,13/02/2021,RO,Governador Jorge Teixeira
110110,13/02/2021,RO,Itapuã do Oeste
110120,13/02/2021,RO,Ministro Andreazza
110130,13/02/2021,RO,Mirante da Serra
110140,13/02/2021,RO,Monte Negro
110150,13/02/2021,RO,Seringueiras
110160,13/02/2021,RO,Theobroma
110170,13/02/2021,RO,Urupá
210930,13/02/2021,MA,Presidente Vargas
230100,13/02/2021,CE,Aquiraz
292450,13/02/2021,BA,Pindaí
270240,14/02/2021,AL,Delmiro Gouveia
311000,14/02/2021,MG,Caeté
420840,14/02/2021,SC,Itapiranga
420850,14/02/2021,SC,Ituporanga
210650,15/02/2021,MA,Matinha
311510,15/02/2021,MG,Cássia
410640,15/02/2021,PR,Cornélio Procópio
412510,15/02/2021,PR,São João do Triunfo
421720,15/02/2021,SC,São Miguel do Oeste
510270,15/02/2021,MT,Canarana
280630,16/02/2021,SE,Santa Luzia do Itanhy
315390,16/02/2021,MG,Raposos
430010,16/02/2021,RS,Agudo
430140,16/02/2021,RS,Arvorezinha
316230,17/02/2021,MG,São João da Mata
320270,17/02/2021,ES,Itaguaçu
420390,17/02/2021,SC,Capinzal
421920,17/02/2021,SC,Vidal Ramos
430190,17/02/2021,RS,Barra do Ribeiro
431970,17/02/2021,RS,São Valentim
130180,18/02/2021,AM,Ipixuna
240820,18/02/2021,RN,Nísia Floresta
350460,18/02/2021,SP,Bady Bassitt
350920,18/02/2021,SP,Cajamar
351010,18/02/2021,SP,Cândido Rodrigues
351090,18/02/2021,SP,Cássia dos Coqueiros
351210,18/02/2021,SP,Colômbia
351500,18/02/2021,SP,Embu das Artes
352250,18/02/2021,SP,Itapevi
352770,18/02/2021,SP,Luiziânia
353610,18/02/2021,SP,Pardinho
353760,18/02/2021,SP,Peruíbe
354470,18/02/2021,SP,Sagres
354510,18/02/2021,SP,Salmourão
355120,18/02/2021,SP,Sarutaiá
355300,18/02/2021,SP,Taguaí
412300,18/02/2021,PR,Salto do Lontra
421310,18/02/2021,SC,Piratuba
431580,18/02/2021,RS,Roca Sales
280560,19/02/2021,SE,Porto da Folha
353440,19/02/2021,SP,Osasco
355190,19/02/2021,SP,Severínia
355280,19/02/2021,SP,Taboão da Serra
355350,19/02/2021,SP,Tapiraí
421790,19/02/2021,SC,Tangará
431560,19/02/2021,RS,Rio Grande
170105,20/02/2021,TO,Angico
170215,20/02/2021,TO,Araguanã
170330,20/02/2021,TO,Bom Jesus do Tocantins
170360,20/02/2021,TO,Brasilândia do Tocantins
170386,20/02/2021,TO,Cariri do Tocantins
170388,20/02/2021,TO,Carmolândia
170389,20/02/2021,TO,Carrasco Bonito
170410,20/02/2021,TO,Centenário
170825,20/02/2021,TO,Tabocão
171190,20/02/2021,TO,Lagoa da Confusão
171270,20/02/2021,TO,Mateiros
171525,20/02/2021,TO,Novo Jardim
171570,20/02/2021,TO,Palmeirante
171720,20/02/2021,TO,Piraquê
171855,20/02/2021,TO,Riachinho
171865,20/02/2021,TO,Rio da Conceição
172015,20/02/2021,TO,São Félix do Tocantins
172020,20/02/2021,TO,São Miguel do Tocantins
172025,20/02/2021,TO,São Salvador do Tocantins
172085,20/02/2021,TO,Sucupira
172093,20/02/2021,TO,Taipas do Tocantins
291300,20/02/2021,BA,Ibitiara
291870,20/02/2021,BA,Lafaiete Coutinho
421970,20/02/2021,SC,Xaxim
220520,21/02/2021,PI,Jaicós
421600,21/02/2021,SC,São Carlos
260330,22/02/2021,PE,Calçado
290010,22/02/2021,BA,Abaíra
290350,22/02/2021,BA,Belo Campo
292890,22/02/2021,BA,São Desidério
310260,22/02/2021,MG,Andradas
355040,22/02/2021,SP,São Pedro
130020,23/02/2021,AM,Atalaia do Norte
230230,23/02/2021,CE,Bela Cruz
410420,23/02/2021,PR,Campo Largo
290265,24/02/2021,BA,Banzaê
290689,24/02/2021,BA,Caraíbas
291077,24/02/2021,BA,Feira da Mata
291345,24/02/2021,BA,Igrapiúna
291535,24/02/2021,BA,Itaguaçu da Bahia
291733,24/02/2021,BA,Iuiu
291845,24/02/2021,BA,Jucuruçu
292285,24/02/2021,BA,Nova Redenção
292305,24/02/2021,BA,Novo Triunfo
292467,24/02/2021,BA,Piraí do Norte
292525,24/02/2021,BA,Ponto Novo
292575,24/02/2021,BA,Presidente Tancredo Neves
293075,24/02/2021,BA,Sítio do Mato
293077,24/02/2021,BA,Sobradinho
293245,24/02/2021,BA,Umburanas
293325,24/02/2021,BA,Vereda
315680,24/02/2021,MG,Sabinópolis
510120,24/02/2021,MT,Araguainha
130255,25/02/2021,AM,Manaquiri
290115,25/02/2021,BA,América Dourada
291005,25/02/2021,BA,Dias d'Ávila
291165,25/02/2021,BA,Guajeru
292045,25/02/2021,BA,Mansidão
292925,25/02/2021,BA,São Gabriel
293105,25/02/2021,BA,Tanque Novo
293305,25/02/2021,BA,Várzea da Roça
293315,25/02/2021,BA,Várzea Nova
293345,25/02/2021,BA,Wanderley
290682,26/02/2021,BA,Canudos
220090,27/02/2021,PI,Aroazes
421950,27/02/2021,SC,Xanxerê
330380,28/02/2021,RJ,Paraty
353650,28/02/2021,SP,Paulínia
354270,28/02/2021,SP,Restinga
354500,28/02/2021,SP,Salesópolis
355130,28/02/2021,SP,Sebastianópolis do Sul
355200,28/02/2021,SP,Silveiras
430600,28/02/2021,RS,Crissiumal
430750,28/02/2021,RS,Espumoso
430770,28/02/2021,RS,Esteio
430850,28/02/2021,RS,Frederico Westphalen
431000,28/02/2021,RS,Ibirubá
431180,28/02/2021,RS,Marau
431320,28/02/2021,RS,Nova Petrópolis
431600,28/02/2021,RS,Rolante
431660,28/02/2021,RS,Sananduva
431990,28/02/2021,RS,Sapiranga
260240,01/03/2021,PE,Brejão
260250,01/03/2021,PE,Brejinho
261520,01/03/2021,PE,Terra Nova
310040,01/03/2021,MG,Acaiaca
310100,01/03/2021,MG,Águas Vermelhas
310140,01/03/2021,MG,Albertina
310180,01/03/2021,MG,Alpercata
310220,01/03/2021,MG,Alvarenga
310240,01/03/2021,MG,Alvorada de Minas
310250,01/03/2021,MG,Amparo do Serra
310270,01/03/2021,MG,Cachoeira de Pajeú
310310,01/03/2021,MG,Antônio Prado de Minas
310320,01/03/2021,MG,Araçaí
310330,01/03/2021,MG,Aracitaba
310360,01/03/2021,MG,Arantina
310370,01/03/2021,MG,Araponga
310380,01/03/2021,MG,Arapuá
310440,01/03/2021,MG,Argirita
310450,01/03/2021,MG,Arinos
310480,01/03/2021,MG,Augusto de Lima
310530,01/03/2021,MG,Bandeira do Sul
310630,01/03/2021,MG,Belo Oriente
310650,01/03/2021,MG,Berilo
310660,01/03/2021,MG,Bertópolis
310700,01/03/2021,MG,Biquinhas
310760,01/03/2021,MG,Bom Jesus da Penha
310820,01/03/2021,MG,Bonfinópolis de Minas
310850,01/03/2021,MG,Botumirim
310930,01/03/2021,MG,Buritis
310940,01/03/2021,MG,Buritizeiro
310960,01/03/2021,MG,Cachoeira da Prata
311010,01/03/2021,MG,Caiana
311040,01/03/2021,MG,Camacho
311210,01/03/2021,MG,Caparaó
311310,01/03/2021,MG,Caranaíba
311380,01/03/2021,MG,Carmésia
311520,01/03/2021,MG,Conceição da Barra de Minas
311540,01/03/2021,MG,Catas Altas da Noruega
311570,01/03/2021,MG,Central de Minas
311590,01/03/2021,MG,Chácara
311600,01/03/2021,MG,Chalé
311720,01/03/2021,MG,Conceição das Pedras
311760,01/03/2021,MG,Conceição do Pará
311810,01/03/2021,MG,Congonhas do Norte
311850,01/03/2021,MG,Consolação
311900,01/03/2021,MG,Cordislândia
312000,01/03/2021,MG,Córrego Novo
312030,01/03/2021,MG,Cristália
312070,01/03/2021,MG,Cruzeiro da Fortaleza
312100,01/03/2021,MG,Datas
312150,01/03/2021,MG,Desterro do Melo
312190,01/03/2021,MG,Divinésia
312210,01/03/2021,MG,Divino das Laranjeiras
312220,01/03/2021,MG,Divinolândia de Minas
312250,01/03/2021,MG,Dom Cavati
312290,01/03/2021,MG,Dona Euzébia
312340,01/03/2021,MG,Doresópolis
312350,01/03/2021,MG,Douradoquara
312370,01/03/2021,MG,Engenheiro Caldas
312380,01/03/2021,MG,Engenheiro Navarro
312440,01/03/2021,MG,Espírito Santo do Dourado
312540,01/03/2021,MG,Felício dos Santos
312550,01/03/2021,MG,São Gonçalo do Rio Preto
312560,01/03/2021,MG,Felisburgo
312580,01/03/2021,MG,Fernandes Tourinho
312600,01/03/2021,MG,Florestal
312620,01/03/2021,MG,Formoso
312630,01/03/2021,MG,Fortaleza de Minas
312640,01/03/2021,MG,Fortuna de Minas
312650,01/03/2021,MG,Francisco Badaró
312660,01/03/2021,MG,Francisco Dumont
312705,01/03/2021,MG,Fronteira dos Vales
312740,01/03/2021,MG,Gonçalves
312750,01/03/2021,MG,Gonzaga
312790,01/03/2021,MG,Grupiara
312860,01/03/2021,MG,Guarda-Mor
312890,01/03/2021,MG,Guimarânia
312940,01/03/2021,MG,Ibertioga
312960,01/03/2021,MG,Ibiaí
312980,01/03/2021,MG,Ibirité
312990,01/03/2021,MG,Ibitiúra de Minas
313000,01/03/2021,MG,Ibituruna
313010,01/03/2021,MG,Igarapé
313020,01/03/2021,MG,Igaratinga
313040,01/03/2021,MG,Ijaci
313060,01/03/2021,MG,Inconfidentes
313080,01/03/2021,MG,Ingaí
313200,01/03/2021,MG,Itacambira
313260,01/03/2021,MG,Itamarati de Minas
313280,01/03/2021,MG,Itambé do Mato Dentro
313360,01/03/2021,MG,Itapeva
313370,01/03/2021,MG,Itatiaiuçu
313530,01/03/2021,MG,Japaraíba
313640,01/03/2021,MG,Joaquim Felício
313730,01/03/2021,MG,Lagoa dos Patos
313750,01/03/2021,MG,Lagoa Formosa
313830,01/03/2021,MG,Leandro Ferreira
314020,01/03/2021,MG,Maripá de Minas
314040,01/03/2021,MG,Marmelópolis
314060,01/03/2021,MG,Materlândia
314130,01/03/2021,MG,Medeiros
314250,01/03/2021,MG,Monjolos
314360,01/03/2021,MG,Morro da Garça
314420,01/03/2021,MG,Nacip Raydan
314540,01/03/2021,MG,Olaria
314550,01/03/2021,MG,Olímpio Noronha
314580,01/03/2021,MG,Onça de Pitangui
314850,01/03/2021,MG,Pavão
314890,01/03/2021,MG,Pedra do Indaiá
314900,01/03/2021,MG,Pedra Dourada
314920,01/03/2021,MG,Pedrinópolis
314940,01/03/2021,MG,Pedro Teixeira
315020,01/03/2021,MG,Piedade de Ponte Nova
315040,01/03/2021,MG,Piedade dos Gerais
315090,01/03/2021,MG,Piranguçu
315100,01/03/2021,MG,Piranguinho
315320,01/03/2021,MG,Presidente Juscelino
315330,01/03/2021,MG,Presidente Kubitschek
315360,01/03/2021,MG,Prudente de Morais
315380,01/03/2021,MG,Queluzito
315610,01/03/2021,MG,Ritápolis
315620,01/03/2021,MG,Rochedo de Minas
315630,01/03/2021,MG,Rodeiro
315640,01/03/2021,MG,Romaria
315650,01/03/2021,MG,Rubelita
315750,01/03/2021,MG,Santa Efigênia de Minas
315760,01/03/2021,MG,Santa Fé de Minas
